Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate
orgputr:KamuKurumu_0,org:displayName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgputr:KamuKurumu_0,org:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.v,,String,,,,orgputr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.0.v,,String,,,,orgputr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.1.v,,String,,,,orgputr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.2.v,,String,,,,orgputr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.3.v,,String,,,,orgputr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayName.4.v,,String,,,,orgputr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName,,i18n,,,"A recognized name, other than the legal name such as acronym, ",,,,tr,,,orgaltname,,,,,,,,,,,,,,,,,,,,,,100,,,
orgputr:KamuKurumu_0,org:altName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.v,,String,,,,orgputr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.0.v,,String,,,,orgputr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.1.v,,String,,,,orgputr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.2.v,,String,,,,orgputr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.3.v,,String,,,,orgputr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:altName.4.v,,String,,,,orgputr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgputr:KamuKurumu_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.v,,String,,,,orgputr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.0.v,,String,,,,orgputr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.1.v,,String,,,,orgputr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.2.v,,String,,,,orgputr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.3.v,,String,,,,orgputr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:displayAltName.4.v,,String,,,,orgputr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgputr:KamuKurumu_0,orgpu:jurisdiction,,geo:Area_0,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orgputr:vatNumber,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,"org:vatNumber,org:regNumber",,
orgputr:KamuKurumu_0,orgpu:officialId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgputr:KamuKurumu_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:fullAddress,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:streetAndNumber,,String,,,,orgputr:street&Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:supField,,String,,,,orgputr:supAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:adminUnit,,geon3:Nuts3_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:postCode,,String,,,,orgputr:postCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:postName,,geodi:District_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,adrpost:POBox,,String,,,,orgputr:POBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgputr:KamuKurumu_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName,,i18n,,,"The legal name of the business, i18n to forecast",,,,tr,,,"orgaltname,regnumber",,false,,orgpr:PrivateOrg_0,,,false,,,,,,,,,,,,,,TR,100,,,
orgprtr:ÖzelSektKuru_0,org:legalName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.v,,String,,,,orgprtr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.0.v,,String,,,,orgprtr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.1.v,,String,,,,orgprtr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.2.v,,String,,,,orgprtr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.3.v,,String,,,,orgprtr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:legalName.4.v,,String,,,,orgprtr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgprtr:ÖzelSektKuru_0,org:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.v,,String,,,,orgprtr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.0.v,,String,,,,orgprtr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.1.v,,String,,,,orgprtr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.2.v,,String,,,,orgprtr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.3.v,,String,,,,orgprtr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayName.4.v,,String,,,,orgprtr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName,,i18n,,,"A recognized name, other than the legal name such as acronym, ",,,,tr,,,orgaltname,,,,,,,,,,,,,,,,,,,,,,100,,,
orgprtr:ÖzelSektKuru_0,org:altName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.v,,String,,,,orgprtr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.0.v,,String,,,,orgprtr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.1.v,,String,,,,orgprtr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.2.v,,String,,,,orgprtr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.3.v,,String,,,,orgprtr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:altName.4.v,,String,,,,orgprtr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgprtr:ÖzelSektKuru_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.v,,String,,,,orgprtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.0.v,,String,,,,orgprtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.1.v,,String,,,,orgprtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.2.v,,String,,,,orgprtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.3.v,,String,,,,orgprtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:displayAltName.4.v,,String,,,,orgprtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:country,,geoco:Country_0,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgprtr:ÖzelSektKuru_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orgprtr:vatNumber,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,"org:vatNumber,org:regNumber",,
orgprtr:ÖzelSektKuru_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgprtr:ÖzelSektKuru_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:fullAddress,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:streetAndNumber,,String,,,,orgprtr:street&Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:supField,,String,,,,orgprtr:supAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:adminUnit,,geon3:Nuts3_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:postCode,,String,,,,orgprtr:postCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:postName,,geodi:District_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,adrpost:POBox,,String,,,,orgprtr:POBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprtr:ÖzelSektKuru_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName,,i18n,,,"The legal name of the business, i18n to forecast",,,,es,,,"orgaltname,regnumber",,false,,orgpu:PublicOrg_0,,,false,,,,,,,,,,,,,,ES,100,,,
orgpues:OrgPública_0,org:legalName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.v,,String,,,,orgpues:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.0.v,,String,,,,orgpues:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.1.v,,String,,,,orgpues:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.2.v,,String,,,,orgpues:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.3.v,,String,,,,orgpues:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpues:OrgPública_0,org:legalName.4.v,,String,,,,orgpues:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
