Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate,fulltext
orgtr:Organizasyon_0,org:displayAltName.v,,String,,,,orgtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.0.v,,String,,,,orgtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.1.v,,String,,,,orgtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.2.v,,String,,,,orgtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.3.v,,String,,,,orgtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:displayAltName.4.v,,String,,,,orgtr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orgtr:Organizasyon_0,orgpu:jurisdiction,,String,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orgtr:vatNumber,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,"org:vatNumber,org:regNumber",,,
orgtr:Organizasyon_0,org:vatNumber,,,,,,orgtr:vatNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,orgpu:officialId,,String,,,,orgtr:officialId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",orgtr:sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orgtr:Organizasyon_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:fullAddress,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:streetAndNumber,,String,,,,orgtr:street&Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:supField,,String,,,,orgtr:supAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:adminUnit,,geon3:Nuts3_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:postCode,,String,,,,orgtr:postCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:postName,,addrpostci:PostalCity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,adrpost:POBox,,String,,,,orgtr:POBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgtr:Organizasyon_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName,,i18n,,,"The legal name of the business, i18n to forecast",,,,es,,,"orgaltname,regnumber",,false,,org:Organization_0,,,false,,,,,,,,,,,,,,ES,100,,,,true
orges:Organización_0,org:legalName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.v,,String,,,,orges:legalName-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.0.v,,String,,,,orges:legalName-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.1.v,,String,,,,orges:legalName-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.2.v,,String,,,,orges:legalName-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.3.v,,String,,,,orges:legalName-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:legalName.4.v,,String,,,,orges:legalName-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
orges:Organización_0,org:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.v,,String,,,,orges:displayName-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.0.v,,String,,,,orges:displayName-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.1.v,,String,,,,orges:displayName-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.2.v,,String,,,,orges:displayName-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.3.v,,String,,,,orges:displayName-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayName.4.v,,String,,,,orges:displayName-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName,,i18n,,,"A recognized name, other than the legal name such as acronym, ",,,,es,,,orgaltname,,,,,,,,,,,,,,,,,,,,,,100,,,,true
orges:Organización_0,org:altName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.v,,String,,,,orges:altName-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.0.v,,String,,,,orges:altName-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.1.v,,String,,,,orges:altName-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.2.v,,String,,,,orges:altName-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.3.v,,String,,,,orges:altName-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:altName.4.v,,String,,,,orges:altName-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
orges:Organización_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.v,,String,,,,orges:displayAlt-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.0.v,,String,,,,orges:displayAlt-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.1.v,,String,,,,orges:displayAlt-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.2.v,,String,,,,orges:displayAlt-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.3.v,,String,,,,orges:displayAlt-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:displayAltName.4.v,,String,,,,orges:displayAlt-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orges:Organización_0,orgpu:jurisdiction,,geo:Area_0,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orges:vatNumber,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,"org:vatNumber,org:regNumber",,,
orges:Organización_0,org:vatNumber,,String,,,,orges:vatNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,orgpu:officialId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",orges:sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orges:Organización_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:fullAddress,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:streetAndNumber,,String,,,,orges:street&Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:supField,,String,,,,orges:supAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:adminUnit,,geon3:Nuts3_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:postCode,,String,,,,orges:postCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:postName,,addrpostci:PostalCity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,adrpost:POBox,,String,,,,orges:POBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orges:Organización_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:fullAddress,,String,,,,,,,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:streetAndNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:adminUnit,,geon:Nuts_0,,,"The region of the address, usually a county, state, Province or other such area that typically encompasses several localities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:postCode,,String,,,"The post code, a.k.a. postal code, ZIP code, etc. For special delivery, the postal code can differ from the generic postal code of the postal division (city)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:postName,,addrpostci:PostalCity_0,,,"The key postal division of the address, usually the city or district. (=locality in Vcard ontology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:POBox,,String,,,Field for special delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:cedex,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrpost:Postal_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpost:fullAddress,,String,,,,,,,fr,,,,false,false,,adrpost:Postal_0,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,,,,,
//adrpostfr:Postale_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpost:postCode,,String,,,Name of the City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpost:postName,,geoci:City_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpost:POBox,,String,,,"Postal code including Cedex when necessary (de type geoci:zipCode, mais attention au BP!)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpost:country,,geoco:Country_0,,,Optional ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostfr:Postale_0,adrpostfr:cedex,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:fullAddress,,String,,,,,,,es,,,,false,false,,adrpost:Postal_0,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,,,,,
//adrpostes:Correos_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:adminUnit,,geon:Nuts_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:postCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:postName,,geoci:City_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostes:Correos_0,adrpost:POBox,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:fullAddress,,String,,,,,,,it,,,,false,false,,adrpost:Postal_0,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,,,,,
//adrpostit:Postale_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:adminUnit,,geon:Nuts_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:postCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:postName,,geoci:City_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostit:Postale_0,adrpost:POBox,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:fullAddress,,String,,,,,,,tr,,,,false,false,,adrpost:Postal_0,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR,,,,,
//adrposttr:Posta_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:adminUnit,,geon:Nuts_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:postCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:postName,,geodi:District_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrposttr:Posta_0,adrpost:POBox,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:fullAddress,,String,,,,,,,bg,,,,false,false,,adrpost:Postal_0,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,BG,,,,,
//adrpostbg:Пощенски_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:adminUnit,,geon:Nuts_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:postCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:postName,,geoci:City_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:country,,geoco:Country_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//adrpostbg:Пощенски_0,adrpost:POBox,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:code,,String,,,,,,,,0,,naceCode,false,true,,oanc:Ancestor_0,,,,,,,,,,,,,,,,,,100,,,,
nace:Nace2008_0,nace:level,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:parent,,nace:Nace2008_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
nace:Nace2008_0,nace:label,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
nace:Nace2008_0,nace:label,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
